,article,name,picture,tag,time,title,url
133,"Аппарат Curiosity прислал с Марса фотографии русла высохшего ручья. Кадры были , ,.,Глинистые минералы образовались, когда озера и ручьи текли через кратер Гейла. Отложения скопились у подножья горы Шарп, высотой 5 километров.,«Мы больше не видим озерных отложений, которые годами наблюдали ниже по склону. Вместо этого мы видим признаки более сухого климата, дюн, вокруг которых иногда текли ручьи», – сказал Эшвин Васавада из Лаборатории реактивного движения.,Холмы в этом районе, вероятно, возникли из больших засушливых продуваемых ветром песчаных дюн, которые со временем затвердели и превратились в скалы. В эти бывшие дюны вкраплены другие отложения, которые выглядят как устойчивые к эрозии слоистые скалы.,По мере того, как марсоход поднимается выше по склону, он обнаруживает меньше глины и больше сульфатных пород. Вскоре Curiosity возьмет последний образец горной породы в зоне, что даст более детальное представление об истории изменения минерального состава скал.",gazeta-ru,https://img.gazeta.ru/files3/462/15029462/image_2022-06-23_15-16-01-pic_32ratio_900x600-900x600-58321.jpg,army,2022-06-23 15:58:52,Марсоход Curiosity сфотографировал слоистые скалы у древнего ручья ,https://www.gazeta.ru/army/news/2022/06/23/17992304.shtml>
151,"Президент России Владимир , в ходе саммита , заявил, что необходимо сообща отвечать на транснациональный характер вызовов и угроз, передает ,.,«Мы не раз говорили, что лишь сообща можно решать такие задачи, как урегулирование конфликтов, борьба с терроризмом, организованной преступностью, включая криминальное использование новых технологий, противодействие изменению климата, распространению опасных инфекций», — сказал глава государства.,Также президент отметил, что только честная и взаимовыгодная кооперация поможет найти выход из кризисной ситуации в мировой экономике, которая произошла «из-за непродуманных, эгоистичных действий отдельных государств».,Накануне в своем обращении к участникам делового форума БРИКС Путин ,, что страны Запада проводят безответственный макроэкономический курс, включая печатный станок и бесконтрольную эмиссию, что негативно сказывается на благополучии всех стран.,Ранее газета The New York Times ,, что антироссийские санкции, которые должны были задушить экономику России, не смогли привести к результату.",gazeta-ru,https://img.gazeta.ru/files3/682/15004682/upload-RIAN_8218515.HR-pic_32ratio_900x600-900x600-74373.jpg,politics,2022-06-23 15:59:30,Путин заявил о необходимости совместного ответа на транснациональные вызовы и угрозы ,https://www.gazeta.ru/politics/news/2022/06/23/17992238.shtml>
152,"Каспийский трубопроводный консорциум (КТК) выплатит штраф на сумму около 5,3 млрд руб. за разлив нефти, произошедший минувшим летом в Черном море, передает , со ссылкой на компанию.,«Каспийский трубопроводный консорциум, являясь законопослушной компанией, исполнит решение суда и осуществит оплату штрафа в установленные законом сроки. В дальнейшем КТК планирует отстаивать свою позицию по предмету арбитража в правовом поле», — отметили в КТК.,Пятнадцатый арбитражный апелляционный суд оставил без изменений решение нижестоящей инстанции о взыскании штрафа по иску Черноморско-Азовского управления ,.,Ранее стало известно, что прием нефти от грузоотправителей Казахстана по трубопроводной системе Каспийского трубопроводного консорциума ,.,В конце апреля ,, что Каспийский трубопроводный консорциум возобновил работу третьего выносного причального устройства (ВПУ-3) на морском терминале под Новороссийском после ремонтных работ, которые длились месяц. Тогда ВПУ-2 оставалось закрытым после полученных повреждений, ВПУ-1 работало штатно.",gazeta-ru,https://img.gazeta.ru/files3/669/13318669/IMG_20201014_015908_067-pic905-895x505-12030.jpg,social,2022-06-23 15:59:52,"КТК заявил о готовности выплатить штраф в 5,3 млрд рублей за разлив нефти в Черном море ",https://www.gazeta.ru/social/news/2022/06/23/17992190.shtml>
4,"В Конгресс США внесли законопроект о переобучении летчиков ВСУ на самолетах НАТО Член палаты представителей   от штата Иллинойс  республиканец   предложил переобучить летчиков Вооруженных сил Украины (ВСУ) для работы на самолетах альянса  . Данную инициативу конгрессмен внес в виде законопроекта в американский законодательный орган. Об этом он написал в личном  -аккаунте. «Это — пилоты Военно-воздушных сил Украины. Многие думали, что они выйдут из боя в первый же день... но они все еще сражаются. Я внес законопроект о переобучении их пилотированию на самолетах НАТО, чтобы они могли перейти на F-16 (многоцелевой истребитель американского производства — примечание ""Ленты.ру"")», — говорится в сообщении Кинзингера, к которому прикреплена фотография двух пилотов ВСУ. В мае Кинзингер   на рассмотрение в Конгресс проект резолюции о привлечении американских военных на Украину в случае, если Россия применит «химическое, биологическое или ядерное оружие в отношении Украины».",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/15/20220623154923825/owl_detail_240_b360de364a0d1d0b899febe657e14e7a.jpg,Мир,2022-06-23 16:00:00,В Конгрессе США предложили переобучить летчиков ВСУ для работы на самолетах НАТО,https://lenta.ru/news/2022/06/23/us_jets_with_ukropilots/>
153,"Кроссовер Haval Jolion стал самым популярным китайским автомобилем в России в 2022 году. С января по май в РФ было реализовано 4,9 тыс. экземпляров этой модели, , аналитическое агентство «Автостат».,В тройку по объемам реализации вошли Chery Tiggo 7 (4,3 тыс. шт.) и Tiggo 8 (3,3 тыс. шт). Следом идут Haval F7, Chery Tiggo 4, Geely Coolray и Haval F7x, которые показали результат более 2 тыс. проданных экземпляров.,Десятку самых популярных авто из КНР замкнули Geely Atlas Pro, Geely Tugella и Exeed TXL (от 1,2 тыс. до 1,9 тыс. шт. с начала года). Отмечается, что сейчас на рынке новых легковых автомобилей в России предлагается около 50 моделей китайского происхождения.,Ранее , , о начале переговоров со странами , (Бразилия, Россия, Индия, Китай, ЮАР) по увеличению доли китайских автомобилей на российском рынке.",gazeta-ru,https://img.gazeta.ru/files3/238/14734238/haval-pic_32ratio_900x600-900x600-51014.jpg,auto,2022-06-23 16:01:36,«Автостат» назвал самые популярные у россиян машины из КНР ,https://www.gazeta.ru/auto/news/2022/06/23/17992280.shtml>
292,"  Российские власти проинформировали посла Франции в Москве о том, что сотрудник французского посольства должен покинуть страну, Париж сожалеет об этом решении, заявил представитель МИД Франции. ""Российские власти проинформировали нашего посла в   в прошлую пятницу, что присутствие одного из сотрудников посольства на их территории является нежелательным. Законных оснований предоставлено не было. Мы сожалеем об этом неоправданном решении"", - сказал представитель французского внешнеполитического ведомства на брифинге в четверг. Ранее France Info со ссылкой на дипломатический источник сообщил, что МИД   принял решение о высылке из страны советника по культуре посольства   в Москве Фабриса Руссо, он должен покинуть РФ до 17 июля.",ria-ru,https://cdnn21.img.ria.ru/images/07e5/03/18/1602699654_0:160:3072:1888_1920x0_80_0_0_2bbf6b9a3a310d6f99f5c599f2d8aa1b.jpg,"В мире,Франция,Россия,МИД Франции‎,Министерство иностранных дел Российской Федерации (МИД РФ)",2022-06-23 16:02:00,Россия вышлет сотрудника посольства Франции,https://ria.ru/20220623/frantsiya-1797607110.html
154,"Компания Wargaming, разработчик игр World of Tanks и World of Warplanes, объявила о решении отключить свой сервер, который позволял играть онлайн игрокам из России и стран СНГ. Об этом сообщается на , проекта.,Отмечается, что будет остановлен СНГ сервер World of Warplanes. «Мы запланировали это отключение через 180 дней, а именно на 13 декабря 2022 года», — пояснили в компании.,Также для игроков этого сервера будут отключены покупки в премиум-магазине World of Warplanes и в Steam. При этом до 13 декабря игрокам разрешено продолжать играть в World of Warplanes без дополнительных ограничений.,В Wargaming уточнили, что игроки возможно смогут перенести свой аккаунт World of Warplanes с сервера СНГ на европейский сервер. Команда разработчиков пообещала позже раскрыть подробности этого перехода.,В апреле Wargaming , «Газете.Ru» об уходе из России и Белоруссии. Разработчик отметил, что больше не будет владеть или управлять бизнесом в этих двух странах. С 31 марта игровой бизнес в России и Белоруссии был передан под управление Lesta Studio, более не связанной с Wargaming.,Wargaming — белорусская компания, основанная в 1998 году, издатель и разработчик компьютерных игр.",gazeta-ru,https://img.gazeta.ru/files3/657/8147657/tanki-pic905-895x505-97144.jpg,tech,2022-06-23 16:02:14,Сервер разработчика World of Tanks решили отключить для россиян ,https://www.gazeta.ru/tech/news/2022/06/23/17992124.shtml>
155,"МИД Украины сообщил, что россияне смогут оформить визы для въезда страну через через центры VFS Global в восьми городах России, передает ,.,«Учитывая прекращение деятельности украинских посольств и консульств на территории РФ, российские граждане в России могут обращаться в визовые центры внешнего поставщика услуг (компания VFS Global)», — заявили в ведомстве.,Заявления будут приниматься в Москве, Петербурге, Екатеринбурге, Калининграде, Казани, Новосибирске, Ростове-на-Дону и Самаре.,Граждане РФ, находящиеся в третьих странах, смогут обратиться в местные дипломатические представительства Украины.,При этом наличие визы не будет являться гарантией въезда в страну, окончательное решение о пропуске россиян будет приниматься сотрудниками украинской пограничной службы.,17 июня президент Украины Владимир Зеленский ,, что Киев намерен ввести визовый режим для россиян с 1 июля. Он объяснил эту меру «беспрецедентными угрозами национальной безопасности, суверенитету и территориальной целостности» Украины. До этого россиянам для поездки на Украину и пребывания в ней на протяжении 90 дней виза не требовалась.,Позже министр , Олег Немчинов ,, что , представят предложения по выбору страны, которая будет представлять интересы Украины в России для решения визовых вопросов.",gazeta-ru,https://img.gazeta.ru/files3/789/14569789/Depositphotos_492598574_XL-pic_32ratio_900x600-900x600-59023.jpg,social,2022-06-23 16:03:08,"МИД Украины рассказал, где россияне смогут оформить визы для въезда в страну ",https://www.gazeta.ru/social/news/2022/06/23/17992274.shtml>
156,"Бывший главный тренер московского «Локомотива» Юрий , заявил, что российский футбол не останется без легионеров, передает ,.,«Иностранцы в нашем чемпионате точно останутся, все не уедут. Многим здесь комфортно жить, нравятся условия для работы. Кто-то уедет, но это не скажется на качестве футбола», — сказал Семин.,Напомним, что Международная федерация футбола (ФИФА) разрешила выступающим в Российской премьер-лиге (РПЛ) легионерам приостанавливать контракты до 30 июня 2023 года.,Ранее нигерийский полузащитник московского «Спартака» , , в расположение клуба в назначенный день.,Хавбек перешел в «Спартак» осенью 2020 года. За это время он провел за команду 53 матча, в которых отметился семью голами и девятью результативными передачами.,По итогам сезона-2021/22 красно-белые заняли десятое место в РПЛ и завоевали Кубок страны.",gazeta-ru,https://img.gazeta.ru/files3/499/13083499/upload-RIAN_664990.HR-pic905-895x505-12495.jpg,sport,2022-06-23 16:03:50,"Семин заявил, что российский футбол не останется без легионеров ",https://www.gazeta.ru/sport/news/2022/06/23/17992328.shtml>
5,"Премьер Грузии заявил, что Тбилиси больше заслуживал статус кандидата в ЕС, чем Украина Грузия проделала на пути в   (ЕС) больший путь по сравнению с Украиной и Молдавией, она больше заслуживала статус кандидата на интеграцию. Об этом заявил премьер-министр республики  , пишет  . Политик объяснил решение   (ЕК), которая не согласилась наделить   соответствующим статусом, мировой конъюнктурой. Он подчеркнул, что не завидует успеху украинцев и молдаван, но и не считает позицию   справедливой. «Если кто-то из этих трех стран и заслуживал, то это были мы. (...) Во всем мире развиваются очень сложные процессы. Мы это должны принять спокойно и продолжать развитие, усиление нашей страны», — сказал Гарибашвили. Речь идет о решении ЕК, принятом 17 июня, когда комиссия согласилась рекомендовать соответствующий статус Украине и Молдавии. Грузия, которая более десяти лет претендует на этот статус, получить его не смогла. Гарибашвили неоднократно   это решение несправедливым. Ранее председатель правящей партии республики «Грузинская мечта»     решение Еврокомиссии «географическим фактором». Он указал, что Тбилиси обидно из-за позиции Брюсселя, но власти «понимают его».",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/15/20220623155227169/owl_detail_240_b0a47483de2678b0ada37848f2e8945b.jpg,Бывший СССР,2022-06-23 16:04:00,Грузия заявила о больших заслугах на пути в ЕС по сравнению с Украиной,https://lenta.ru/news/2022/06/23/eu_georgia/>
139,"Анастасия Решетова, Кристина Орбакайте, Ким Кардашьян, Рената Литвинова в Balenciaga,Меган Фокс и Полина Гагарина в David Koma,29 мая Полина Гагарина пришла на премию RU.TV в платье David Koma, в котором двумя неделями раньше Меган Фокс была на Billboard Music Awards. «На этом примере можно посмотреть, как один и тот же наряд сидит на разных типах фигуры. У Меган более активная грудь в сравнении с Полиной, более округлые формы», — прокомментировала Лена Червова.,Стилист убеждена, что образы производят разный эффект, в том числе и потому, что каждая обыгрывает платье по-своему. Фокс добивается драматизма за счет челки и графичных стрелок, а Гагарина не изменяет своему привычному образу — легкая волна на волосах и нюдовый макияж.,Ким Кардашьян и Полина Гагарина в Balenciaga,В модной «краже» Полина Гагарина была поймана не единожды. На премии GQ певица повторила нашумевший образ Ким Кардашьян от Balenciaga. По словам Лены Червовой, Гагарина выглядела в нем пусть не лучше Кардашьян, но гораздо эффектнее ,, Ренаты Литвиновой и Анастасии Решетовой.,«На данный момент Ким Кардашьян — всемирная икона стиля, за которой повторяют многие, в том числе россиянки. Этот наряд появился на ней первым, она смотрится в нем органичнее остальных. У отечественных звезд нет таких округлых бедер, поэтому драпировка не струится так хорошо, как на Ким. Из наших, как мне кажется, наряд выглядит лучше всего на Полине Гагариной. И мне совсем не нравится, как он сидит на ,», — сказала стилист.,Рената Литвинова и Белла Хадид в Schiaparelli,Второй год подряд Белла Хадид становится самой обсуждаемой звездой Каннского кинофестиваля. Но если в этом году супермодель удивляла винтажными образами от Versace, Gucci и ,, то в прошлом — оголяющем грудь платьем Schiaparelli с золотыми бронхами. Надеть такое же осмелилась Рената Литвинова.,— поделилась своим мнением Лена Червова.,Меган Фокс и Наталья Чистякова-Ионова в Mugler,Не только Полина Гагарина вдохновляется образами Меган Фокс, но и Глюк'oZa. Российская певица посетила вечеринку перед премией «ЖАРА Music Awards» в «голом» платье Mugler, которое за два дня до нее на Billboard Music Awards «выгуляла» американская актриса.,«Меган Фокс сама по себе очень сексуальная женщина и выбирает соответствующие наряды. В каждом из них чувствуется ее отдача. В этом платье она выглядит максимально органично. Видно, что ей в нем комфортно, она чувствует себя уверенно и не стесняется. Фигура смотрится удачно, подчеркнуты все необходимые части тела. Глядя на Глюк'oZу, чувствуется, что она будто надела «мамино платье», потому что оно не по ее формам. Ей будто некомфортно в нем. Несмотря на то, что по фигуре оно более или менее нормально село, это совершенно не ее история», — объяснила она.,Кортни Кардашьян, Вера Брежнева, Даутцен Крус и Ким Кардашьян в Versace,Вера Брежнева вышла на красную дорожку Каннского кинофестиваля в 2018 году в платье Versace, которое в 2017-м на подиуме представила нидерландская супермодель Даутцен Крез. Впоследствии его поочередно примерили сестры Ким и Кортни Кардашьян.,«Универсальное маленькое черное платье, которое смотрится удачно практически на любой фигуре и при разных случаях. Особенно мне нравится, как смотрится на Ким. Видно, что платье подогнано под нее. Органично выглядит и на Вере Брежневой. Но мне совершенно не нравится, как платье смотрится на Кортни Кардашьян. Я бы не рекомендовала ей с такой фигурой носить платье-футляр. Если Вера Брежнева «вытянула» образ яркими аксессуарами и помадой, а Ким Кардашьян — фигурой и формами, то у Кортни — полный провал», — пояснила Лена Червова.,Кейт Бланшетт и Ксения Собчак в Alexander McQueen,Ксения Собчак, как утверждает эксперт, прогадала, надев на премию GQ в 2021 году жакет Alexander McQueen, в котором Кейт Бланшетт ходила по кинопремьерам еще в 2019-м.,«На Кейт Бланшетт наряд сидит гораздо лучше. Дело в том, что массивные рукава Buffalo визуально расширяют плечи. И если от природы они уже широкие, то выбирать такой жакет не стоит. У Кейт Бланшетт фигура более хрупкая, и рукава будто стоят не в ширину, а вверх. За счет этого нет визуального эффекта массивности и лишнего груза. У Ксении Собчак сильно хочется отпарить жакет, потому что он не только расширяет плечи, но и неаккуратно сидит», — высказалась она.,Бейонсе и Ирина Шейк в Mugler,Кому, по мнению Лены Червовой, удалось грамотно вдохновиться, а не украсть, так это ,. На выставке, посвященной Тьерри Мюглеру, супермодель появилась в винтажном платье итальянского модного Дома. Дженнифер Лопес носила его в 1990-х, а Бейонсе снялась в нем в клипе на песню Diva в 2009-м.,— отметила стилист.,Почему же российские звезды стали все чаще надевать платья, которые до них уже носили за рубежом? Стилист полагает, что наши знаменитости видят в западных примеры для подражания. Но дело все же не только в этом.,«Все дело во вдохновении. Естественно, на Западе есть какие-то иконы стиля, вдохновиться, которыми намного проще и результативнее, чем взять и придумать что-то новое. Именно поэтому часто образы пересекаются. Для кого-то выход западной звезды — пример, который хочется повторить. Еще одна причина — дизайнер создает наряд не в одном экземпляре, а нескольких, соответственно, его носит не одна звезда. Люксовые бренды распространены не только в США и Европе, но и в России, поэтому шанс, что наряды пересекутся сильно высок», — заключила Лена Червова.",gazeta-ru,https://img.gazeta.ru/files3/736/15025736/upload-6-pic_32ratio_900x600-900x600-49270.jpg,style,2022-06-23 16:05:32,«Полина Гагарина теряется в платье Меган Фокс»: стилист — о повторяющихся нарядах звезд ,https://www.gazeta.ru/style/2022/06/23/15025052.shtml>
105,"ТАСС: военные ЛНР ожидают сдачи в плен бойцов «Айдара» с «Азота» вечером 23 июня Военные Луганской народной республики (ЛНР) назвали возможное время массовой сдачи в плен бойцов украинского батальона «Айдар» с комбината «Азот» в Северодонецке. Они предполагают, что это может произойти ближе к вечеру 23 июня. Такой информацией с   поделился источник, близкий к Народной милиции (НМ) республики. «Ожидаем сдачу в плен айдаровцев с завода ""Азот"". Скорее всего, к вечеру это может случиться», — уточнил собеседник агентства. 20 июня подполковник НМ ЛНР    , что на «Азоте» находятся до тысячи мирных жителей. Он также отметил, что обороняющие завод отдельные подразделения Вооруженных сил Украины (ВСУ) начали поднимать белые флаги и выходить с предложениями о переговорах. По его словам, положение у окруженных украинских военных плачевное. «Буквально земля горит под ногами», — подчеркнул Марочко. Ранее  , что один из командиров «Айдара» попал в плен при взятии   в пригороде Северодонецка. Вместе с ним сдались еще несколько украинских военных. Как рассказал источник в силовых структурах, двое пленных украинских силовиков были отправлены в   из соседнего с Северодонецком города Рубежное.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623160907293/owl_detail_240_7952091100da8b8ed526440a19e675af.jpg,Бывший СССР,2022-06-23 16:07:00,В ЛНР назвали предполагаемое время сдачи в плен бойцов «Айдара» с завода «Азот»,https://lenta.ru/news/2022/06/23/azotttt/>
9,"МИД Франции: власти России потребовали высылки сотрудника посольства республики из Москвы  уведомила Париж, что неназванный сотрудник французского посольства должен покинуть страну. Об этом пишет   со ссылкой на заявление МИД Франции. Агентство отмечает, что речь идет о культурном атташе при посольстве, но не уточняет, о ком именно: во французской дипмиссии действуют культурные атташе в сфере кино, книг, визуальной культуры и так далее. В ведомстве рассказали, что об этом уведомили французского посла в Москве  . «Мы сожалеем об этом несправедливом решении», — заявил он журналистам. На сайте   соответствующей информации пока не опубликовано. Еще в середине мая МИД России объявил персонами нон грата 34 французских дипломата. Их обязали покинуть российскую территорию в течение двух недель после того, как на такой шаг пошли в Париже. 4 апреля Министерство иностранных дел Франции сообщило, что власти страны решили выслать 41 сотрудника посольства России в столице. Причиной стали сообщения о массовой гибели людей в украинской Буче, в причастности к чему обвинили Россию.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623161541378/owl_detail_240_44ebe425a0d02684a584670acd8ad441.jpg,Мир,2022-06-23 16:11:00,Франция заявила о высылке своего дипломата из Москвы,https://lenta.ru/news/2022/06/23/informed/>
272,"  Бывший спичрайтер экс-президента США Джорджа Буша-младшего Дэвид Фрум нарвался на критику после заданного в   вопроса о том, почему Калининград принадлежит России. ""Почему   до сих пор российская территория?"" — написал репортер в годовщину начала Великой отечественной войны. Пользователи соцсети напомнили Фруму о причинах владения   этой территорией. ""Советы потребовали его после Второй мировой — и получили"", — написал Phil Notabot. Он пояснил, что благодаря региону   получил порт на Балтике, а   — границу с  . ""Никто не захотел переписывать послевоенный порядок"", — считает Matthew  . ""Удивительно, правда? Ведь Красная Армия пролила столько крови, завоевывая Кенигсберг/Пруссию в 1945 году"", — прокомментировал Deronaucoin. Call For Action напомнил журналисту, что   владеют островом  , а XLProfessor заявил, что   входит в состав России на том же основании, на котором Штаты контролируют базу Гуантанамо на  . При этом юзер не увидел разницы между статусами территорий в составе двух государств и причинами их присоединения. ""Потому что кое-кто кое о чем договорился в Ялте и Потсдаме"", — добавил PgR. Bradford, в свою очередь, назвал Калининград военным трофеем Советского союза. Некоторые пользователи прямо или косвенно припомнили Фруму особенности американской внешней политики. ""В яблочко, Дэвид. Там должна быть крупная военная база США"", — пошутил Jack of Shadows. ""Ребята, это кино мы уже видели. Не надо продолжения"", — написал Joseph Sales. ""А почему ты до сих пор на свободе?"" — спросил Owen Ford. ChrisO обратил внимание репортера на то, что США владеют землями индейцев. Современная   расположена на территории бывшей немецкой провинции Восточной Пруссии. В 1945 году здесь проходили бои Восточно-Прусской операции советских войск. После окончания Второй мировой войны по решению Потсдамской конференции часть Восточной Пруссии (примерно треть) отошла  , остальная территория - Польше.",ria-ru,https://cdnn21.img.ria.ru/images/07e4/0a/0d/1579624267_0:0:2826:1591_1920x0_80_0_0_e6fa8fb849905cb376d9953ae862774b.jpg,"В мире,США,Россия,Калининград",2022-06-23 16:12:00,"В Сети резко осадили американца за вопрос, почему Калининград российский",https://ria.ru/20220623/kaliningrad-1797610532.html
6,"В группе «ЛизаАлерт» во «ВКонтакте» появился чат-бот для поиска людей и добровольцев Социальная сеть «ВКонтакте» совместно с телефонным   и отрядом «ЛизаАлерт» запустили чат-бота для поиска пропавших людей. Об этом стало известно из   соцсети. Чат-бот появится в официальном   поискового отряда во «ВКонтакте». Чтобы запустить бот, нужно написать ему слово «Привет». Робот может посоветовать, что делать при пропаже человека и как себя вести в экстренных ситуациях подобного рода. Помимо этого, в чат-бот могут писать желающие вступить добровольцами в отряд. «ЛизаАлерт» работает в разных регионах России. По данным соцсети, чат-бот позволит снизить нагрузку на горячую линию отряда. «Для нас жизненно важно постоянно развиваться, участвовать в системных партнерствах, привлекать опыт крупного бизнеса и возможности современных технологий», — заявил председатель «ЛизаАлерт»  . Ранее соцсеть «ВКонтакте»   новое мобильное приложение для безлимитных видеоконференций. Приложение, доступное для смартфонов на системах iOS и Android, представила платформа «VK Звонки». Для компьютеров новая функция доступна в отдельной веб-версии. Более того, подключиться к звонку можно без аккаунта в соцсети.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/15/20220623152239426/owl_detail_240_1a80cd027299e90b303a681d44fe47de.jpg,Интернет и СМИ,2022-06-23 16:12:00,Во «ВКонтакте» появился чат-бот для поиска людей,https://lenta.ru/news/2022/06/23/vkkkk/>
157,"Турецкий хавбек , выступил с обращением после ухода из московского ЦСКА, передает официальный , армейцев.,«Я всегда буду вспоминать это время с теплотой. Хочу поблагодарить наших болельщиков, тренерский штаб партнеров по команде, персонал. Вашу поддержку я ощущал на протяжении шести месяцев», — сказал Языджи.,Турецкий полузащитник установил рекорд Российской премьер-лиги (РПЛ) по количеству матчей, в которых новичку удалось отличиться голами. Серия Языджи остановилась на шести матчах. За эти шесть игр он отличился восемь раз, три из которых с пенальти. Всего футболист провел за ЦСКА десять матчей в РПЛ.,Напомним, что Международная федерация футбола (ФИФА) разрешила выступающим в РПЛ легионерам приостанавливать контракты до 30 июня 2023 года.,Ранее нигерийский полузащитник московского «Спартака» , , в расположение клуба в назначенный день.",gazeta-ru,https://img.gazeta.ru/files3/412/14812412/RIAN_8133382.HR-pic_32ratio_900x600-900x600-67057.jpg,sport,2022-06-23 16:12:12,Турецкий хавбек Языджи о ЦСКА: вы всегда будете в моем сердце ,https://www.gazeta.ru/sport/news/2022/06/23/17992394.shtml>
158,"В США задержали 21-летнего местного жителя по подозрению в убийстве супруги. Об этом сообщает портал ,.,По данным полиции, мужчина разозлился на жену из-за того, что она сожгла его паспорт. Женщина слушала любимую музыку в ванной, к ней зашел супруг и перерезал ей горло. Затем он 10 минут держал жертву за руку, пока она не скончалась.,Известно о преступлении стало после того, как в полицию позвонил начальник злоумышленника и рассказал, что в беседе с ним он признался в убийстве жены.,На месте происшествия сотрудники правоохранительных органов обнаружили пятна крови, моющие средства, защитные очки и перчатки.,Мужчину арестовали и предъявили ему обвинение в преднамеренном убийстве первой степени. Также известно, что в январе 2022 года злоумышленника задерживали за домашнее насилие.,Ранее ,, что житель Московской области до смерти избил жену-адвоката.",gazeta-ru,https://img.gazeta.ru/files3/834/15029834/2022-06-23-16.06-pic_32ratio_900x600-900x600-84433.jpg,social,2022-06-23 16:12:16,Американец убил жену под ее любимую музыку из-за сожженного паспорта ,https://www.gazeta.ru/social/news/2022/06/23/17992442.shtml>
10,"В Москве суд заочно арестовал украинского военного Бурковского за запрещенные методы войны Савеловский суд   санкционировал избрание меры пресечения украинскому военному Сергею Бурковскому, обвиняемому   в применении запрещенных методов ведения войны. Об этом   сообщили в пресс-службе суда. По ходатайству следствия вынесено постановление о заочном аресте офицера сроком на два месяца. Он будет взят под стражу в случае задержания, экстрадиции или депортации на территорию России. Бурковскому инкриминируют статью 336 Уголовного кодекса (УК) РФ («Применение запрещенных средств и методов ведения войны») с наказанием в виде лишения свободы от 10 до 20 лет. 24 февраля   объявил о специальной операции в Донбассе. Таким образом, по его словам, Россия отреагировала на просьбы о военной помощи глав Донецкой и Луганской народных республик (ДНР и ЛНР).",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623160347894/owl_detail_240_334de4d65c5b4af8344028e4c3bef789.jpg,Силовые структуры,2022-06-23 16:13:00,В Москве санкционировали заочный арест украинского военного,https://lenta.ru/news/2022/06/23/burkovskiy/>
11,"ЦБ признал отсутствие выгоды для покупателей от ограничения комиссии для магазинов Первая замглавы Центробанка Ольша Скоробогатова в интервью   признала неэффективными введенные государством ограничения на размер комиссии за эквайринг, которую магазины платят обслуживающим их банкам. Ранее ЦБ до конца лета ограничил размер комиссии уровнем в один процент за эквайринг при оплате некоторых категорий товаров и услуг. Ожидалось, что это позволит торговым точкам снизить цены на величину экономии. По словам Скоробогатовой, такая мера не дала ожидавшегося эффекта: «Мы второй раз вводим такие ограничения, первый был во время пандемии. Оба раза показали, что к этому нужно прибегать только в крайних случаях. Временно такие вещи можно делать, но точно не постоянно». ЦБ не планирует продлевать срок действия льготных комиссий после 31 августа, отметила Скоробогатова. Также она рассказала, что в России эквайринг развивался по отличной от западной модели: если в Европе платежную инфраструктуру создавали торговые точки, в России этим занимались банки. «Две абсолютно разные модели. Российские банки уже понесли и несут большие затраты, делая работающие программы лояльности с кэшбеками и так далее. Благодаря этому люди получают реальную выгоду. Что мы увидели после наших последних ограничений? Многие банки свернули программы лояльности, отменили кэшбеки. В результате пострадал именно потребитель. Мы точно не хотим, чтобы условия или финансовые сервисы для наших граждан ухудшались», — заключила Скоробогатова, добавив, что ограничение комиссии не привело к снижению цен магазинами.",lenta-ru,https://icdn.lenta.ru/images/2022/06/23/16/20220623161329915/owl_detail_240_ca03b7c86916bc3aafd50794f405ac80.jpeg,Экономика,2022-06-23 16:14:00,ЦБ признал неэффективными ограничения банковской комиссии для магазинов,https://lenta.ru/news/2022/06/23/no2/>
159,"Актера Павла Прилучного заподозрили в совместной жизни с новой возлюбленной Зепюр Брутян. Об этом сообщает ,.,Зепюр Брутян опубликовала в социальных сетях селфи с Павлом Прилучным, сделанное в зеркало лифта. На снимке актриса, одетая в кожаный топ и брюки, прислонилась к груди звезды сериала «Мажор», а он обнял ее за талию.,Журналисты 7дней.ru предположили, что актеры сфотографировались по возвращении домой из фитнес-клуба.,Первые слухи о романе Павла Прилучного и Зепюр Брутян появились в мае, после того, как звезда сериала «Мажор»поделился с подписчиками в личном блоге фотографией с ней, сделанную на борту самолета. Актеры отправилась в совместный отдых, а впоследствии к ним присоединились дети актера от первого брака с ,, 8-летний Тимофей и 6-летняя Мия. Вскоре пару заподозрили в тайной росписи, а теперь и в сожительстве.,Ранее «Газета.Ru» , о том, что Муцениеце появилась на публике на фоне слухов о новом романе Прилучного.",gazeta-ru,https://img.gazeta.ru/files3/816/15029816/IMG_1595-pic_32ratio_900x600-900x600-45413.jpg,style,2022-06-23 16:14:12,Прилучного заподозрили в сожительстве с новой девушкой ,https://www.gazeta.ru/style/news/2022/06/23/17992316.shtml>
